Unnamed: 0,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce,product_name_std,brand_name_std,match_key,category
718,Perricone MD,Neuropeptide Firming Moisturizer,290.0,1,229,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.44,500.0,145.0,neuropeptide_firming_moisturizer,perricone_md,perricone_md_neuropeptide_firming_moisturizer,Moisturizers
719,Anthony,All Purpose Facial Moisturizer,30.0,38,800,4.0263,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.75,10.6,12.0,all_purpose_facial_moisturizer,anthony,anthony_all_purpose_facial_moisturizer,Moisturizers
720,DERMAdoctor,Photo Dynamic Therapy¬Æ 3‚Äìin‚Äì1  Facial Lotion With Broad Spectrum SPF 30,85.0,143,1493,3.9091,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58,2.73,85.0,photo_dynamic_therapy¬æ_3‚äìin‚äì1_facial_lotion_with_broad_spectrum_spf_30,dermadoctor,dermadoctor_photo_dynamic_therapy¬æ_3‚äìin‚äì1_facial_lotion_with_broad_spectrum_spf_30,
721,LXMI,Cr√®me du Nil Pore-Refining Moisture Veil,58.0,164,4129,4.1402,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.97,2.52,,cr√_me_du_nil_pore_refining_moisture_veil,lxmi,lxmi_cr√_me_du_nil_pore_refining_moisture_veil,
722,Vitruvi,Sleep Face & Body Mist,24.0,1,541,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.18,500.0,24.0,sleep_face_body_mist,vitruvi,vitruvi_sleep_face_body_mist,Moisturizers
723,Erborian,Bamboo Waterlock Mask,43.0,79,10802,4.3038,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,5.45,12.29,bamboo_waterlock_mask,erborian,erborian_bamboo_waterlock_mask,Moisturizers
724,Dr Roebuck's,Bondi Hydrating Mist,25.0,19,1678,3.8947,3.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.13,20.5,7.4,bondi_hydrating_mist,dr_roebuck's,dr_roebuck's_bondi_hydrating_mist,Moisturizers
725,Omorovicza,Miracle Facial Oil,120.0,11,1139,3.6364,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,33.06,120.0,miracle_facial_oil,omorovicza,omorovicza_miracle_facial_oil,Moisturizers
726,Edible Beauty,Snowflower Illuminating Face Oil,57.0,37,2712,4.6216,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,12.49,57.0,snowflower_illuminating_face_oil,edible_beauty,edible_beauty_snowflower_illuminating_face_oil,Moisturizers
727,Algenist,Splash Hydrating Setting Mist,35.0,56,7916,4.3214,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.71,7.72,8.75,splash_hydrating_setting_mist,algenist,algenist_splash_hydrating_setting_mist,Moisturizers
729,Origins,Dr. Andrew Weil For Origins‚Ñ¢ Mega Defense Barrier-Boosting Essence Oil,56.0,7,1335,4.4286,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.52,63.27,56.0,dr._andrew_weil_for_origins‚ñ¢_mega_defense_barrier_boosting_essence_oil,origins,origins_dr._andrew_weil_for_origins‚ñ¢_mega_defense_barrier_boosting_essence_oil,
730,BIOEFFECT,OSA Water Mist,50.0,4,541,5.0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.74,125.0,24.63,osa_water_mist,bioeffect,bioeffect_osa_water_mist,Moisturizers
731,Shiseido,Ultimate Cleansing Oil,28.0,103,4512,4.4369,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,4.31,5.6,ultimate_cleansing_oil,shiseido,shiseido_ultimate_cleansing_oil,Moisturizers
732,Erno Laszlo,Firmarine Moisturizer SPF 30,100.0,4,237,4.25,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.69,106.25,58.82,firmarine_moisturizer_spf_30,erno_laszlo,erno_laszlo_firmarine_moisturizer_spf_30,Moisturizers
733,Blithe,Crystal Iceplant Pressed Serum,49.0,32,5154,4.3125,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,13.48,29.17,crystal_iceplant_pressed_serum,blithe,blithe_crystal_iceplant_pressed_serum,Moisturizers
734,Proactiv,Daily Oil Control Moisturizer SPF 30,24.0,166,349,4.1265,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.56,2.49,16.0,daily_oil_control_moisturizer_spf_30,proactiv,proactiv_daily_oil_control_moisturizer_spf_30,Moisturizers
735,Lanc√¥me,HIGH R√âSOLUTION NIGHT REFILL-3X‚Ñ¢,112.0,35,829,3.6571,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.22,10.45,44.8,high_r√âsolution_night_refill_3x‚ñ¢,lanc√¥me,lanc√¥me_high_r√âsolution_night_refill_3x‚ñ¢,
736,Lanc√¥me,ABSOLUE PREMIUM √üx - Absolute Replenishing Lotion SPF 15 Sunscreen,185.0,17,568,4.1176,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.99,24.22,74.0,absolue_premium_√üx_absolute_replenishing_lotion_spf_15_sunscreen,lanc√¥me,lanc√¥me_absolue_premium_√üx_absolute_replenishing_lotion_spf_15_sunscreen,
737,Pretty Vulgar,Bird's Nest Blurring Beauty Mousse Foundation,36.0,20,6464,3.7,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,18.5,36.0,bird's_nest_blurring_beauty_mousse_foundation,pretty_vulgar,pretty_vulgar_bird's_nest_blurring_beauty_mousse_foundation,Moisturizers
738,LXMI,Nilotica Goddess Glow,42.0,7,1516,4.4286,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,63.27,,nilotica_goddess_glow,lxmi,lxmi_nilotica_goddess_glow,Moisturizers
739,Origins,Plantscription‚Ñ¢ Powerful Lifting Concentrate,63.0,4,2026,4.25,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,106.25,63.0,plantscription‚ñ¢_powerful_lifting_concentrate,origins,origins_plantscription‚ñ¢_powerful_lifting_concentrate,
740,Eve Lom,WHITE Brightening Lotion,75.0,7,1004,3.8571,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,55.1,18.52,white_brightening_lotion,eve_lom,eve_lom_white_brightening_lotion,Moisturizers
741,Fresh,Cr√®me Ancienne Face Oil Elixir,270.0,26,3199,3.6154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,13.91,158.82,cr√_me_ancienne_face_oil_elixir,fresh,fresh_cr√_me_ancienne_face_oil_elixir,
742,KENZOKI,Belle de Jour Fantastic Fluid,107.0,1,586,5.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,500.0,62.94,belle_de_jour_fantastic_fluid,kenzoki,kenzoki_belle_de_jour_fantastic_fluid,Moisturizers
743,Perricone MD,Essential Fx Acyl-Glutathione Intensive Overnight Moisturizer,179.0,131,288,4.3282,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45.49,3.3,89.5,essential_fx_acyl_glutathione_intensive_overnight_moisturizer,perricone_md,perricone_md_essential_fx_acyl_glutathione_intensive_overnight_moisturizer,Moisturizers
744,Isle of Paradise,Over It Magic Self-Tan Eraser,27.0,8,1209,4.125,6.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,51.56,3.99,over_it_magic_self_tan_eraser,isle_of_paradise,isle_of_paradise_over_it_magic_self_tan_eraser,Moisturizers
745,Smashbox,Camera Ready CC Cream Broad Spectrum SPF 30 Dark Spot Correcting,42.0,1000,28900,3.929,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,0.39,42.0,camera_ready_cc_cream_broad_spectrum_spf_30_dark_spot_correcting,smashbox,smashbox_camera_ready_cc_cream_broad_spectrum_spf_30_dark_spot_correcting,Moisturizers
746,Perricone MD,PRE:EMPT SERIES‚Ñ¢ The Fixer Solid Oil Balm,38.0,13,3287,4.3077,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,33.14,54.29,pre:empt_series‚ñ¢_the_fixer_solid_oil_balm,perricone_md,perricone_md_pre:empt_series‚ñ¢_the_fixer_solid_oil_balm,
747,Koh Gen Do,All In One Refresh Spa Aloe Gel,55.0,7,625,3.5714,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.12,51.02,17.35,all_in_one_refresh_spa_aloe_gel,koh_gen_do,koh_gen_do_all_in_one_refresh_spa_aloe_gel,Moisturizers
748,Clarins,Hydra-Essentiel Silky Cream SPF 15 - Normal to Dry Skin,48.0,4,418,3.25,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.96,81.25,28.24,hydra_essentiel_silky_cream_spf_15_normal_to_dry_skin,clarins,clarins_hydra_essentiel_silky_cream_spf_15_normal_to_dry_skin,Moisturizers
749,J.One,Jelly Cream,42.0,14,2591,4.5714,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.54,32.65,41.58,jelly_cream,j.one,j.one_jelly_cream,Moisturizers
750,Est√©e Lauder,NightWear Plus 3-Minute Detox Mask,47.0,50,5343,4.6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,9.2,18.8,nightwear_plus_3_minute_detox_mask,estée_lauder,estée_lauder_nightwear_plus_3_minute_detox_mask,Moisturizers
751,Algenist,GENIUS White Brightening Essence,115.0,13,2469,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.53,30.77,115.0,genius_white_brightening_essence,algenist,algenist_genius_white_brightening_essence,Moisturizers
752,Primary Raw,DoYou Azulene Gel Cream,46.0,40,7297,3.875,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.55,9.69,13.14,doyou_azulene_gel_cream,primary_raw,primary_raw_doyou_azulene_gel_cream,Moisturizers
753,Fresh,Peony Brightening Moisture Face Cream,73.0,11,1765,3.8182,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.62,34.71,45.62,peony_brightening_moisture_face_cream,fresh,fresh_peony_brightening_moisture_face_cream,Moisturizers
754,philosophy,Ultimate Miracle Worker Multi-Rejuvenating Lightweight Emulsion SPF 30,75.0,10,615,3.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.63,37.0,50.0,ultimate_miracle_worker_multi_rejuvenating_lightweight_emulsion_spf_30,philosophy,philosophy_ultimate_miracle_worker_multi_rejuvenating_lightweight_emulsion_spf_30,Moisturizers
756,Ciat√© London,Dewy Spritz,25.0,28,3819,3.2857,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.73,11.73,5.92,dewy_spritz,ciat√_london,ciat√_london_dewy_spritz,
757,CLINIQUE,Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer for Combination Oily Skin,55.0,3,654,4.3333,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46,144.44,32.35,smart_broad_spectrum_spf_15_custom_repair_moisturizer_for_combination_oily_skin,clinique,clinique_smart_broad_spectrum_spf_15_custom_repair_moisturizer_for_combination_oily_skin,Moisturizers
758,Skin Inc Supplement Bar,Pure Serum-Mist,55.0,34,5744,4.2647,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.59,12.54,16.18,pure_serum_mist,skin_inc_supplement_bar,skin_inc_supplement_bar_pure_serum_mist,Moisturizers
759,Erborian,Bamboo Cr√®me Frapp√©e Skin Reviving Fresh Gel,43.0,73,3797,4.3425,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.92,5.95,25.29,bamboo_cr√_me_frapp√_e_skin_reviving_fresh_gel,erborian,erborian_bamboo_cr√_me_frapp√_e_skin_reviving_fresh_gel,
760,Murad,Prebiotic 3-in-1 MultiMist,32.0,1,227,4.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.44,400.0,9.41,prebiotic_3_in_1_multimist,murad,murad_prebiotic_3_in_1_multimist,Moisturizers
761,philosophy,Renewed Hope in A Jar Hydrating Mist,30.0,20,2896,4.05,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.69,20.25,7.69,renewed_hope_in_a_jar_hydrating_mist,philosophy,philosophy_renewed_hope_in_a_jar_hydrating_mist,Moisturizers
762,KORA Organics,Energizing Citrus Mist,34.0,5,1450,3.4,3.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.34,68.0,10.06,energizing_citrus_mist,kora_organics,kora_organics_energizing_citrus_mist,Moisturizers
763,Clarins,Hydra-Essentiel Rich Cream - Very Dry Skin,48.0,16,1545,4.375,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.04,27.34,26.67,hydra_essentiel_rich_cream_very_dry_skin,clarins,clarins_hydra_essentiel_rich_cream_very_dry_skin,Moisturizers
764,Kate Somerville,KateCeuticals‚Ñ¢ Multi-Active Revive Triple Peptide Cream,175.0,1,544,5.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.18,500.0,102.94,kateceuticals‚ñ¢_multi_active_revive_triple_peptide_cream,kate_somerville,kate_somerville_kateceuticals‚ñ¢_multi_active_revive_triple_peptide_cream,
765,tarte,Cosmic Maracuja Concentrated Face Balm,42.0,16,2760,4.0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,25.0,47.73,cosmic_maracuja_concentrated_face_balm,tarte,tarte_cosmic_maracuja_concentrated_face_balm,Moisturizers
766,KORA Organics,Calming Lavender Mist,34.0,12,3193,3.5833,3.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.38,29.86,10.06,calming_lavender_mist,kora_organics,kora_organics_calming_lavender_mist,Moisturizers
768,CLINIQUE,Even Better Skin Tone Correcting Lotion Broad Spectrum SPF 20,50.0,54,3289,3.7963,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.64,7.03,29.41,even_better_skin_tone_correcting_lotion_broad_spectrum_spf_20,clinique,clinique_even_better_skin_tone_correcting_lotion_broad_spectrum_spf_20,Moisturizers
769,Acqua Di Parma,Blu Mediterraneo Italian Resort Moisturizing Face Lotion,80.0,2,104,2.0,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,100.0,11.94,blu_mediterraneo_italian_resort_moisturizing_face_lotion,acqua_di_parma,acqua_di_parma_blu_mediterraneo_italian_resort_moisturizing_face_lotion,Moisturizers
770,L'Occitane,Aqua Reotier Ultra Thirst-Quenching Cream Moisturizer,29.0,10,870,3.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.15,33.0,17.06,aqua_reotier_ultra_thirst_quenching_cream_moisturizer,l'occitane,l'occitane_aqua_reotier_ultra_thirst_quenching_cream_moisturizer,Moisturizers
771,Dr Roebuck's,Nuddy Ultra Hydrating and Repair Cr√®me,50.0,94,426,4.0213,1.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.07,4.28,29.59,nuddy_ultra_hydrating_and_repair_cr√_me,dr_roebuck's,dr_roebuck's_nuddy_ultra_hydrating_and_repair_cr√_me,
772,Eve Lom,Time Retreat Radiance Essence,95.0,1,327,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.31,500.0,19.0,time_retreat_radiance_essence,eve_lom,eve_lom_time_retreat_radiance_essence,Moisturizers
773,Primary Raw,DoYou Soy Milk Cream,46.0,29,4496,4.2759,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.65,14.74,13.14,doyou_soy_milk_cream,primary_raw,primary_raw_doyou_soy_milk_cream,Moisturizers
774,Koh Gen Do,All In One Moisture Spa Gel,63.0,24,885,3.875,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.71,16.15,19.87,all_in_one_moisture_spa_gel,koh_gen_do,koh_gen_do_all_in_one_moisture_spa_gel,Moisturizers
775,Skin Laundry,Essential Daily Moisturizer,30.0,11,1058,3.7273,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.04,33.88,12.0,essential_daily_moisturizer,skin_laundry,skin_laundry_essential_daily_moisturizer,Moisturizers
777,KENZOKI,Cosmic Night Cream ,59.0,17,1848,4.4118,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.92,25.95,34.71,cosmic_night_cream,kenzoki,kenzoki_cosmic_night_cream,Moisturizers
778,Blithe,InBetween Instant Glowing Cream,45.0,2,335,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,150.0,45.0,inbetween_instant_glowing_cream,blithe,blithe_inbetween_instant_glowing_cream,Moisturizers
779,Nurse Jamie,Neck & D√©coll√©te Wrap Skin Perfecting Silicone Treatment,28.0,1,1509,2.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,200.0,,neck_d√_coll√_te_wrap_skin_perfecting_silicone_treatment,nurse_jamie,nurse_jamie_neck_d√_coll√_te_wrap_skin_perfecting_silicone_treatment,
780,DERMAdoctor,Kakadu C‚Ñ¢ Face Cr√®me,65.0,9,834,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.08,44.44,65.0,kakadu_c‚ñ¢_face_cr√_me,dermadoctor,dermadoctor_kakadu_c‚ñ¢_face_cr√_me,
781,Algenist,SPLASH Absolute Hydration Replenishing Sleeping Pack,48.0,48,1800,3.6875,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,7.68,24.0,splash_absolute_hydration_replenishing_sleeping_pack,algenist,algenist_splash_absolute_hydration_replenishing_sleeping_pack,Moisturizers
782,Wander Beauty,Rise and Prime - Balm and Primer Duo,39.0,12,2203,3.4167,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,28.47,156.0,rise_and_prime_balm_and_primer_duo,wander_beauty,wander_beauty_rise_and_prime_balm_and_primer_duo,Moisturizers
783,KENZOKI,White Lotus Moisturizing Jelly,45.0,1,173,1.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.58,100.0,26.47,white_lotus_moisturizing_jelly,kenzoki,kenzoki_white_lotus_moisturizing_jelly,Moisturizers
784,Origins,High-Potency Night-A-Mins Skin Refining Oil,45.0,147,13959,4.483,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,3.05,45.0,high_potency_night_a_mins_skin_refining_oil,origins,origins_high_potency_night_a_mins_skin_refining_oil,Moisturizers
785,L'Occitane,Immortelle Precious Mist,22.0,6,1097,4.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.55,66.67,12.94,immortelle_precious_mist,l'occitane,l'occitane_immortelle_precious_mist,Moisturizers
786,Son & Park,Beauty Water,30.0,660,40336,4.6333,11.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.64,0.7,2.61,beauty_water,son_park,son_park_beauty_water,Moisturizers
787,Shiseido,Ibuki Quick Fix Mist,25.0,60,5814,4.3167,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.03,7.19,15.62,ibuki_quick_fix_mist,shiseido,shiseido_ibuki_quick_fix_mist,Moisturizers
788,DERMAdoctor,Kakadu C‚Ñ¢ High Potency Evening Oil,74.0,4,726,3.75,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,93.75,74.0,kakadu_c‚ñ¢_high_potency_evening_oil,dermadoctor,dermadoctor_kakadu_c‚ñ¢_high_potency_evening_oil,
789,Eve Lom,Radiance Lift Cream,72.0,6,526,3.3333,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.14,55.56,84.71,radiance_lift_cream,eve_lom,eve_lom_radiance_lift_cream,Moisturizers
790,Eve Lom,Radiance Face Mist,45.0,4,1292,4.25,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.31,106.25,28.12,radiance_face_mist,eve_lom,eve_lom_radiance_face_mist,Moisturizers
791,Est√©e Lauder,NightWear Plus Anti-Oxidant Night Detox Creme,56.0,39,5096,4.4359,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.77,11.37,32.94,nightwear_plus_anti_oxidant_night_detox_creme,estée_lauder,estée_lauder_nightwear_plus_anti_oxidant_night_detox_creme,Moisturizers
792,KENZOKI,Melt-In Moisturizing Lotion,22.0,17,939,3.8235,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.81,22.49,3.28,melt_in_moisturizing_lotion,kenzoki,kenzoki_melt_in_moisturizing_lotion,Moisturizers
793,KENZOKI,Cream with a Sheen,49.0,17,930,4.4706,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.83,26.3,28.82,cream_with_a_sheen,kenzoki,kenzoki_cream_with_a_sheen,Moisturizers
