Unnamed: 0,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce,product_name_std,brand_name_std,match_key,category
1602,BIOEFFECT,EGF Eye Serum,90.0,11,2913,4.8182,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,43.8,450.0,egf_eye_serum,bioeffect,bioeffect_egf_eye_serum,Eye Care
1603,Saturday Skin,Wide Awake Brightening Eye Cream,46.0,387,28781,4.3178,1.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,1.12,45.54,wide_awake_brightening_eye_cream,saturday_skin,saturday_skin_wide_awake_brightening_eye_cream,Eye Care
1604,CLINIQUE,Pep-Start Eye Cream,26.5,866,43981,3.6894,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.43,53.0,pep_start_eye_cream,clinique,clinique_pep_start_eye_cream,Eye Care
1605,First Aid Beauty,"Eye Duty Triple Remedy: Brighten, Depuff and Smooth",36.0,675,43522,3.9807,0.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.59,105.88,"eye_duty_triple_remedy:_brighten,_depuff_and_smooth",first_aid_beauty,"first_aid_beauty_eye_duty_triple_remedy:_brighten,_depuff_and_smooth",Eye Care
1606,AMOREPACIFIC,MOISTURE BOUND Rejuvenating Eye Treatment Gel,85.0,240,8599,4.2417,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,1.77,170.0,moisture_bound_rejuvenating_eye_treatment_gel,amorepacific,amorepacific_moisture_bound_rejuvenating_eye_treatment_gel,Eye Care
1607,CLINIQUE,All About Eyes,32.5,1000,23996,4.0818,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0.41,65.0,all_about_eyes,clinique,clinique_all_about_eyes,Eye Care
1608,Lanc√¥me,Advanced G√©nifique Eye Cream,67.0,256,10353,4.0469,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,1.58,134.0,advanced_g√_nifique_eye_cream,lanc√¥me,lanc√¥me_advanced_g√_nifique_eye_cream,
1609,Bobbi Brown,Extra Eye Repair Cream,77.0,129,9447,4.2171,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,3.27,154.0,extra_eye_repair_cream,bobbi_brown,bobbi_brown_extra_eye_repair_cream,Eye Care
1610,tarte,Maracuja C-Brighter‚Ñ¢ Eye Treatment,38.0,815,41080,4.0147,0.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0.49,108.57,maracuja_c_brighter‚ñ¢_eye_treatment,tarte,tarte_maracuja_c_brighter‚ñ¢_eye_treatment,
1611,Farmacy,Dew It All Total Eye Cream with Echinacea GreenEnvy‚Ñ¢,38.0,346,23190,4.0173,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,1.16,76.0,dew_it_all_total_eye_cream_with_echinacea_greenenvy‚ñ¢,farmacy,farmacy_dew_it_all_total_eye_cream_with_echinacea_greenenvy‚ñ¢,
1612,Murad,Retinol Youth Renewal Eye Serum,85.0,29,7264,4.3103,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,14.86,170.0,retinol_youth_renewal_eye_serum,murad,murad_retinol_youth_renewal_eye_serum,Eye Care
1613,Fresh,Black Tea Firming Eye Serum,72.0,13,5991,4.4615,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,34.32,144.0,black_tea_firming_eye_serum,fresh,fresh_black_tea_firming_eye_serum,Eye Care
1614,LANEIGE,Water Bank Eye Gel,36.0,129,20038,4.1705,0.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,3.23,45.0,water_bank_eye_gel,laneige,laneige_water_bank_eye_gel,Eye Care
1615,Supergoop!,Advanced Anti-Aging Eye Cream Broad Spectrum Sunscreen SPF 37,32.0,85,8878,3.8235,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,4.5,64.0,advanced_anti_aging_eye_cream_broad_spectrum_sunscreen_spf_37,supergoop!,supergoop!_advanced_anti_aging_eye_cream_broad_spectrum_sunscreen_spf_37,Eye Care
1616,Caudalie,Vine[activ] Energizing Vitamin C Eye Cream,39.0,117,10626,3.7521,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3.21,78.0,vine[activ]_energizing_vitamin_c_eye_cream,caudalie,caudalie_vine[activ]_energizing_vitamin_c_eye_cream,Eye Care
1617,KORA Organics,Noni Radiant Eye Oil,38.0,250,16682,4.044,0.34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.62,111.76,noni_radiant_eye_oil,kora_organics,kora_organics_noni_radiant_eye_oil,Eye Care
1618,Peter Thomas Roth,Mega Rich Intensive Anti-Aging Cellular Eye Creme,65.0,231,8979,4.2078,0.76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,1.82,85.53,mega_rich_intensive_anti_aging_cellular_eye_creme,peter_thomas_roth,peter_thomas_roth_mega_rich_intensive_anti_aging_cellular_eye_creme,Eye Care
1619,Wander Beauty,Baggage Claim Rose Gold Eye Masks,25.0,32,9083,4.375,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,13.67,,baggage_claim_rose_gold_eye_masks,wander_beauty,wander_beauty_baggage_claim_rose_gold_eye_masks,Eye Care
1620,Perricone MD,Essential Fx Acyl-Glutathione Eyelid Lift Serum,122.0,132,1704,4.3182,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,3.27,244.0,essential_fx_acyl_glutathione_eyelid_lift_serum,perricone_md,perricone_md_essential_fx_acyl_glutathione_eyelid_lift_serum,Eye Care
1621,Murad,Renewing Eye Cream,82.0,191,8904,4.0942,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,2.14,164.0,renewing_eye_cream,murad,murad_renewing_eye_cream,Eye Care
1622,KORRES,"Black Pine 3D Sculpting, Firming & Lifting Super Eye Serum",65.0,101,7737,4.1881,0.51,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,4.15,127.45,"black_pine_3d_sculpting,_firming_lifting_super_eye_serum",korres,"korres_black_pine_3d_sculpting,_firming_lifting_super_eye_serum",Eye Care
1623,CLINIQUE,Repairwear Anti-Gravity Eye Lift Cream,45.0,264,9020,4.1629,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,1.58,90.0,repairwear_anti_gravity_eye_lift_cream,clinique,clinique_repairwear_anti_gravity_eye_lift_cream,Eye Care
1624,Shiseido,Bio-Performance LiftDynamic Eye Treatment,75.0,20,4010,3.7,0.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18.5,144.23,bio_performance_liftdynamic_eye_treatment,shiseido,shiseido_bio_performance_liftdynamic_eye_treatment,Eye Care
1625,Dr. Brandt Skincare,Do Not Age with Dr. Brandt Triple Peptide Eye Cream,82.0,117,7073,4.2393,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,3.62,164.0,do_not_age_with_dr._brandt_triple_peptide_eye_cream,dr._brandt_skincare,dr._brandt_skincare_do_not_age_with_dr._brandt_triple_peptide_eye_cream,Eye Care
1626,Origins,Eye Doctor‚Ñ¢ Moisture Care For Skin Around Eyes,41.0,443,23761,4.0587,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0.92,82.0,eye_doctor‚ñ¢_moisture_care_for_skin_around_eyes,origins,origins_eye_doctor‚ñ¢_moisture_care_for_skin_around_eyes,
1627,Clarins,Super Restorative Total Eye Concentrate,85.0,194,8092,4.2113,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.17,170.0,super_restorative_total_eye_concentrate,clarins,clarins_super_restorative_total_eye_concentrate,Eye Care
1628,philosophy,anti-wrinkle miracle worker eye+ line-correcting eye cream,60.0,2,551,5.0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,250.0,120.0,anti_wrinkle_miracle_worker_eye_line_correcting_eye_cream,philosophy,philosophy_anti_wrinkle_miracle_worker_eye_line_correcting_eye_cream,Eye Care
1629,Tata Harper,Restorative Eye Cr√®me ,98.0,73,6674,3.9452,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,5.4,196.0,restorative_eye_cr√_me,tata_harper,tata_harper_restorative_eye_cr√_me,
1630,OLEHENRIKSEN,Uplifting Transformation‚Ñ¢ Eye Cr√®me,42.0,133,7789,3.9474,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,2.97,84.0,uplifting_transformation‚ñ¢_eye_cr√_me,olehenriksen,olehenriksen_uplifting_transformation‚ñ¢_eye_cr√_me,
1631,tarte,Pack Your Bags Undereye Patches,22.0,235,37777,4.217,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1.79,,pack_your_bags_undereye_patches,tarte,tarte_pack_your_bags_undereye_patches,Eye Care
1632,Youth To The People,Superfood Peptide Eye Cream,35.0,132,15552,4.0076,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,3.04,70.0,superfood_peptide_eye_cream,youth_to_the_people,youth_to_the_people_superfood_peptide_eye_cream,Eye Care
1633,Perricone MD,Cold Plasma+ Eye,110.0,27,1599,4.0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,14.81,220.0,cold_plasma_eye,perricone_md,perricone_md_cold_plasma_eye,Eye Care
1634,Lanc√¥me,R√©nergie Lift Multi-Action Eye,75.0,81,4828,3.7901,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,4.68,150.0,r√_nergie_lift_multi_action_eye,lanc√¥me,lanc√¥me_r√_nergie_lift_multi_action_eye,
1635,Peter Thomas Roth,Potent-C‚Ñ¢ Vitamin C Power Eye Cream,65.0,279,7415,4.3477,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,1.56,130.0,potent_c‚ñ¢_vitamin_c_power_eye_cream,peter_thomas_roth,peter_thomas_roth_potent_c‚ñ¢_vitamin_c_power_eye_cream,
1636,CLINIQUE,All About Eyes Serum De-Puffing Eye Massage,32.5,865,16040,3.80809999999999,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,0.44,65.0,all_about_eyes_serum_de_puffing_eye_massage,clinique,clinique_all_about_eyes_serum_de_puffing_eye_massage,Eye Care
1637,Fresh,Cr√®me Ancienne¬Æ Eye Cream,128.0,106,7859,4.2925,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,4.05,256.0,cr√_me_ancienne¬æ_eye_cream,fresh,fresh_cr√_me_ancienne¬æ_eye_cream,
1638,Dermalogica,MultiVitamin Power Firm Eye Cream,65.0,16,1194,4.25,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,26.56,130.0,multivitamin_power_firm_eye_cream,dermalogica,dermalogica_multivitamin_power_firm_eye_cream,Eye Care
1639,Lanc√¥me,Advanced G√©nifique Yeux Light-Pearl‚Ñ¢ Eye Illuminator Youth Activating Concentrate ,69.0,117,9464,3.641,0.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,3.11,102.99,advanced_g√_nifique_yeux_light_pearl‚ñ¢_eye_illuminator_youth_activating_concentrate,lanc√¥me,lanc√¥me_advanced_g√_nifique_yeux_light_pearl‚ñ¢_eye_illuminator_youth_activating_concentrate,
1640,Dermalogica,Stress Positive Eye Lift Mask ,69.0,16,2008,4.625,0.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28.91,81.18,stress_positive_eye_lift_mask,dermalogica,dermalogica_stress_positive_eye_lift_mask,Eye Care
1641,MILK MAKEUP,Cooling Water Eye Patches,22.0,41,8353,3.8537,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,9.4,,cooling_water_eye_patches,milk_makeup,milk_makeup_cooling_water_eye_patches,Eye Care
1642,Bobbi Brown,Hydrating Eye Cream,54.0,380,17924,4.1053,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,1.08,108.0,hydrating_eye_cream,bobbi_brown,bobbi_brown_hydrating_eye_cream,Eye Care
1643,Shiseido,White Lucent Anti-Dark Circles Eye Cream,63.0,345,10874,3.6116,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,1.05,126.0,white_lucent_anti_dark_circles_eye_cream,shiseido,shiseido_white_lucent_anti_dark_circles_eye_cream,Eye Care
1644,Mario Badescu,Hyaluronic Eye Cream,18.0,25,5928,3.84,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,15.36,36.0,hyaluronic_eye_cream,mario_badescu,mario_badescu_hyaluronic_eye_cream,Eye Care
1645,CLINIQUE,Repairwear Laser Focus Wrinkle Correcting Eye Cream,45.0,136,7865,3.8529,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,2.83,90.0,repairwear_laser_focus_wrinkle_correcting_eye_cream,clinique,clinique_repairwear_laser_focus_wrinkle_correcting_eye_cream,Eye Care
1646,Dr. Dennis Gross Skincare,Vitamin C+ Collagen Brighten & Firm Eye Cream,65.0,48,6425,3.4792,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,7.25,130.0,vitamin_c_collagen_brighten_firm_eye_cream,dr._dennis_gross_skincare,dr._dennis_gross_skincare_vitamin_c_collagen_brighten_firm_eye_cream,Eye Care
1647,First Aid Beauty,Eye Duty Triple Remedy A.M. Gel Cream,36.0,164,19611,4.0488,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,2.47,72.0,eye_duty_triple_remedy_a.m._gel_cream,first_aid_beauty,first_aid_beauty_eye_duty_triple_remedy_a.m._gel_cream,Eye Care
1649,Dr. Dennis Gross Skincare,Ferulic + Retinol Eye Cream,69.0,48,4601,3.3958,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,7.07,138.0,ferulic_retinol_eye_cream,dr._dennis_gross_skincare,dr._dennis_gross_skincare_ferulic_retinol_eye_cream,Eye Care
1650,AMOREPACIFIC,Intensive Vitalizing Eye Essence,95.0,74,5499,3.9595,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,5.35,190.0,intensive_vitalizing_eye_essence,amorepacific,amorepacific_intensive_vitalizing_eye_essence,Eye Care
1651,Lancer,Eye Contour Lifting Cream with Diamond Powder,95.0,174,5272,4.3736,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,2.51,190.0,eye_contour_lifting_cream_with_diamond_powder,lancer,lancer_eye_contour_lifting_cream_with_diamond_powder,Eye Care
1652,Kate Somerville,Retinol Firming Eye Cream,85.0,100,12629,3.59,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,3.59,170.0,retinol_firming_eye_cream,kate_somerville,kate_somerville_retinol_firming_eye_cream,Eye Care
1653,Kiehl's Since 1851,Eye Fuel,22.5,8,2391,4.125,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,51.56,45.0,eye_fuel,kiehl's_since_1851,kiehl's_since_1851_eye_fuel,Eye Care
1654,Murad,Eye Lift Firming Treatment,70.0,112,7875,3.9554,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,3.53,70.0,eye_lift_firming_treatment,murad,murad_eye_lift_firming_treatment,Eye Care
1655,Algenist,POWER Advanced Wrinkle Fighter 360¬∞ Eye Serum,70.0,64,6392,4.0938,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.4,140.0,power_advanced_wrinkle_fighter_360¬∞_eye_serum,algenist,algenist_power_advanced_wrinkle_fighter_360¬∞_eye_serum,
1656,Kopari,Starry Eye Balm,28.0,21,5160,4.0952,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,19.5,,starry_eye_balm,kopari,kopari_starry_eye_balm,Eye Care
1657,GLAMGLOW,EYEBOOST‚Ñ¢ Reviving Eye Mask,8.0,3,2192,4.3333,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,144.44,,eyeboost‚ñ¢_reviving_eye_mask,glamglow,glamglow_eyeboost‚ñ¢_reviving_eye_mask,
1658,First Aid Beauty,Detox Eye Roller,26.0,549,13993,3.408,0.28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0.62,92.86,detox_eye_roller,first_aid_beauty,first_aid_beauty_detox_eye_roller,Eye Care
1659,Fresh,Lotus Eye Gel,48.0,615,14027,3.8439,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0.63,96.0,lotus_eye_gel,fresh,fresh_lotus_eye_gel,Eye Care
1660,Caudalie,Premier Cru Eye Cream,99.0,91,4524,3.4505,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,3.79,198.0,premier_cru_eye_cream,caudalie,caudalie_premier_cru_eye_cream,Eye Care
1661,Est√©e Lauder,Advanced Night Repair Eye Concentrate Matrix,69.0,19,3281,3.1053,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,16.34,138.0,advanced_night_repair_eye_concentrate_matrix,estée_lauder,estée_lauder_advanced_night_repair_eye_concentrate_matrix,Eye Care
1662,Shiseido,Future Solution LX Eye and Lip Contour Regenerating Cream,153.0,22,3128,3.8636,0.61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,17.56,250.82,future_solution_lx_eye_and_lip_contour_regenerating_cream,shiseido,shiseido_future_solution_lx_eye_and_lip_contour_regenerating_cream,Eye Care
1663,First Aid Beauty,5 in 1 Eye Cream,32.0,274,18754,3.8796,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,1.42,64.0,5_in_1_eye_cream,first_aid_beauty,first_aid_beauty_5_in_1_eye_cream,Eye Care
1664,Shiseido,Sun Protection Eye Cream Broad Spectrum SPF 34 Sunscreen,34.0,57,6821,4.3684,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,7.66,56.67,sun_protection_eye_cream_broad_spectrum_spf_34_sunscreen,shiseido,shiseido_sun_protection_eye_cream_broad_spectrum_spf_34_sunscreen,Eye Care
1665,Origins,Plantscription‚Ñ¢ Anti-Aging Eye Treatment,48.0,157,8304,4.0892,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,2.6,96.0,plantscription‚ñ¢_anti_aging_eye_treatment,origins,origins_plantscription‚ñ¢_anti_aging_eye_treatment,
1666,Obagi Clinical,Kinetin+ Hydrating Eye Cream,65.0,107,2327,4.4112,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,4.12,130.0,kinetin_hydrating_eye_cream,obagi_clinical,obagi_clinical_kinetin_hydrating_eye_cream,Eye Care
1667,Guerlain,Orchid√©e Imp√©riale Eye Serum,230.0,3,1024,5.0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,166.67,460.0,orchid√_e_imp√_riale_eye_serum,guerlain,guerlain_orchid√_e_imp√_riale_eye_serum,
1668,Peter Thomas Roth,Instant FIRMx Eye‚Ñ¢,38.0,383,5774,3.5692,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63,0.93,38.0,instant_firmx_eye‚ñ¢,peter_thomas_roth,peter_thomas_roth_instant_firmx_eye‚ñ¢,
1669,Origins,Plantscription‚Ñ¢ Anti-Aging Power Eye Cream,49.0,108,9167,3.7963,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,3.52,98.0,plantscription‚ñ¢_anti_aging_power_eye_cream,origins,origins_plantscription‚ñ¢_anti_aging_power_eye_cream,
1670,First Aid Beauty,Eye Duty Triple Remedy Overnight Balm,38.0,171,11058,3.655,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,2.14,76.0,eye_duty_triple_remedy_overnight_balm,first_aid_beauty,first_aid_beauty_eye_duty_triple_remedy_overnight_balm,Moisturizers
1671,BeautyBio,Bright Eyes Collagen-Infused Brightening Colloidal Silver Eye Masks,40.0,25,2907,3.84,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,15.36,,bright_eyes_collagen_infused_brightening_colloidal_silver_eye_masks,beautybio,beautybio_bright_eyes_collagen_infused_brightening_colloidal_silver_eye_masks,Eye Care
1672,Naturally Serious,Zero Baggage Anti-Dark Circle Eye Cream,44.0,23,2425,3.3913,0.67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,14.74,65.67,zero_baggage_anti_dark_circle_eye_cream,naturally_serious,naturally_serious_zero_baggage_anti_dark_circle_eye_cream,Eye Care
1673,Dr Roebuck's,Down Under Collagen Boosting Eye Treatment,38.0,73,6557,3.7808,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,5.18,76.0,down_under_collagen_boosting_eye_treatment,dr_roebuck's,dr_roebuck's_down_under_collagen_boosting_eye_treatment,Eye Care
